165.57,0.99412
165.87,0.99415
166.17,0.99419
166.47,0.99422
166.77,0.99425
167.07,0.99429
167.37,0.99432
167.68,0.99435
167.98,0.99438
168.28,0.99442
168.58,0.99445
168.88,0.99448
169.18,0.99451
169.48,0.99454
169.78,0.99457
170.08,0.9946
170.38,0.99463
170.68,0.99466
170.98,0.99469
171.28,0.99472
171.58,0.99475
171.88,0.99478
172.18,0.99481
172.48,0.99484
172.79,0.99487
173.09,0.9949
173.39,0.99492
173.69,0.99495
173.99,0.99498
174.29,0.99501
174.59,0.99503
174.89,0.99506
175.19,0.99509
175.49,0.99512
175.79,0.99514
176.09,0.99517
176.39,0.9952
176.69,0.99522
176.99,0.99525
177.29,0.99527
177.6,0.9953
177.9,0.99532
178.2,0.99535
178.5,0.99537
178.8,0.9954
179.1,0.99542
179.4,0.99545
179.7,0.99547
180,0.9955
